"sample","when","hour","decimalDate","stringDate","T_10ft","T_140ft","T_soil","hum_10ft","hum_140ft","precip","pressure","order"
1,2017-09-10 07:15:00,0.25,253.01,"Sun Sep 10 2017",18.65,21.61,21.91,53.97,28,0,868,1
1,2017-09-10 07:30:00,0.5,253.021,"Sun Sep 10 2017",18.97,21.49,21.91,52.6,27.9,0,868,2
1,2017-09-10 07:45:00,0.75,253.031,"Sun Sep 10 2017",19.04,21.49,21.9,51.87,27.32,0,868,3
1,2017-09-10 08:00:00,1,253.042,"Sun Sep 10 2017",19.08,21.57,21.89,50.82,27.84,0,868,4
1,2017-09-10 08:15:00,1.25,253.052,"Sun Sep 10 2017",18.98,21.44,21.89,51.59,28.6,0,868,5
1,2017-09-10 08:30:00,1.5,253.062,"Sun Sep 10 2017",19.14,21.59,21.88,51.32,28.77,0,869,6
1,2017-09-10 08:45:00,1.75,253.073,"Sun Sep 10 2017",18.98,21.22,21.86,52.32,30.03,0,869,7
1,2017-09-10 09:00:00,2,253.083,"Sun Sep 10 2017",18.59,20.96,21.85,55.25,31.47,0,869,8
1,2017-09-10 09:15:00,2.25,253.094,"Sun Sep 10 2017",18.05,21,21.85,58.61,31.62,0,868,9
1,2017-09-10 09:30:00,2.5,253.104,"Sun Sep 10 2017",17.72,20.68,21.84,60.34,33.09,0,868,10
1,2017-09-10 09:45:00,2.75,253.115,"Sun Sep 10 2017",17.57,20,21.83,62.31,35.1,0,868,11
1,2017-09-10 10:00:00,3,253.125,"Sun Sep 10 2017",17.16,19.82,21.81,64.65,35.67,0,868,12
1,2017-09-10 10:15:00,3.25,253.135,"Sun Sep 10 2017",17.12,20.06,21.8,64.57,34.93,0,868,13
1,2017-09-10 10:30:00,3.5,253.146,"Sun Sep 10 2017",17.16,19.94,21.78,64.44,35.08,0,868,14
1,2017-09-10 10:45:00,3.75,253.156,"Sun Sep 10 2017",17.27,20.05,21.77,62.86,34.33,0,868,15
1,2017-09-10 11:00:00,4,253.167,"Sun Sep 10 2017",17.46,20.23,21.76,60.77,33.63,0,868,16
1,2017-09-10 11:15:00,4.25,253.177,"Sun Sep 10 2017",17.72,19.98,21.74,59.94,34.31,0,868,17
1,2017-09-10 11:30:00,4.5,253.188,"Sun Sep 10 2017",17.84,19.89,21.73,59.18,34.4,0,869,18
1,2017-09-10 11:45:00,4.75,253.198,"Sun Sep 10 2017",17.96,20.28,21.71,58.36,33.06,0,869,19
1,2017-09-10 12:00:00,5,253.208,"Sun Sep 10 2017",18.19,20.81,21.7,57.09,31.8,0,869,20
1,2017-09-10 12:15:00,5.25,253.219,"Sun Sep 10 2017",18.35,20.98,21.68,56.43,31.33,0,869,21
1,2017-09-10 12:30:00,5.5,253.229,"Sun Sep 10 2017",18.61,21.07,21.65,55.59,31.15,0,869,22
1,2017-09-10 12:45:00,5.75,253.24,"Sun Sep 10 2017",18.64,20.79,21.64,55.65,31.72,0,869,23
1,2017-09-10 13:00:00,6,253.25,"Sun Sep 10 2017",18.3,20.39,21.62,56.71,32.64,0,869,24
1,2017-09-10 13:15:00,6.25,253.26,"Sun Sep 10 2017",18.05,20.12,21.61,58.51,33.73,0,869,25
1,2017-09-10 13:30:00,6.5,253.271,"Sun Sep 10 2017",17.34,19.88,21.59,64.42,34.57,0,869,26
1,2017-09-10 13:45:00,6.75,253.281,"Sun Sep 10 2017",16.75,20.02,21.57,69.01,33.92,0,869,27
1,2017-09-10 14:00:00,7,253.292,"Sun Sep 10 2017",16.44,19.91,21.55,70.9,34.34,0,869,28
1,2017-09-10 14:15:00,7.25,253.302,"Sun Sep 10 2017",16.57,20.47,21.54,70.3,33.14,0,869,29
1,2017-09-10 14:30:00,7.5,253.312,"Sun Sep 10 2017",17.83,21.5,21.52,67.11,32.04,0,869,30
1,2017-09-10 14:45:00,7.75,253.323,"Sun Sep 10 2017",19.16,21.72,21.5,65.01,32.46,0,869,31
1,2017-09-10 15:00:00,8,253.333,"Sun Sep 10 2017",20.12,22.22,21.48,64.43,31.7,0,869,32
1,2017-09-10 15:15:00,8.25,253.344,"Sun Sep 10 2017",22.64,22.91,21.45,57.57,31.78,0,869,33
1,2017-09-10 15:30:00,8.5,253.354,"Sun Sep 10 2017",23.48,23.45,21.43,55.41,31.04,0,869,34
1,2017-09-10 15:45:00,8.75,253.365,"Sun Sep 10 2017",23.18,24.23,21.42,56.73,30.44,0,869,35
1,2017-09-10 16:00:00,9,253.375,"Sun Sep 10 2017",23.65,24.78,21.4,52.76,30.29,0,869,36
1,2017-09-10 16:15:00,9.25,253.385,"Sun Sep 10 2017",24.77,25.02,21.38,52.18,30.98,0,870,37
1,2017-09-10 16:30:00,9.5,253.396,"Sun Sep 10 2017",24.07,23.89,21.37,54.17,32.06,0,870,38
1,2017-09-10 16:45:00,9.75,253.406,"Sun Sep 10 2017",24.04,23.99,21.34,52.82,30.93,0,869,39
1,2017-09-10 17:00:00,10,253.417,"Sun Sep 10 2017",24.33,24.3,21.33,52.77,31.56,0,869,40
1,2017-09-10 17:15:00,10.25,253.427,"Sun Sep 10 2017",25.1,24.52,21.31,48.65,30.39,0,869,41
1,2017-09-10 17:30:00,10.5,253.438,"Sun Sep 10 2017",26.53,24.63,21.3,45.83,30.57,0,869,42
1,2017-09-10 17:45:00,10.75,253.448,"Sun Sep 10 2017",27.32,24.84,21.28,44.81,31.07,0,869,43
1,2017-09-10 18:00:00,11,253.458,"Sun Sep 10 2017",27.89,25.1,21.27,45.39,31.84,0,869,44
1,2017-09-10 18:15:00,11.25,253.469,"Sun Sep 10 2017",28.15,25.02,21.25,44.52,31.67,0,869,45
1,2017-09-10 18:30:00,11.5,253.479,"Sun Sep 10 2017",28.28,25.41,21.25,45.53,31.43,0,869,46
1,2017-09-10 18:45:00,11.75,253.49,"Sun Sep 10 2017",28.45,25.61,21.22,44.68,31.19,0,869,47
1,2017-09-10 19:00:00,12,253.5,"Sun Sep 10 2017",28.8,25.87,21.23,43.23,30.33,0,869,48
1,2017-09-10 19:15:00,12.25,253.51,"Sun Sep 10 2017",29.02,26.06,21.26,44.75,31.29,0,868,49
1,2017-09-10 19:30:00,12.5,253.521,"Sun Sep 10 2017",29.1,26.1,21.21,44.84,31.86,0,868,50
1,2017-09-10 19:45:00,12.75,253.531,"Sun Sep 10 2017",29.25,26,21.2,44.45,31.96,0,868,51
1,2017-09-10 20:00:00,13,253.542,"Sun Sep 10 2017",28.61,25.9,21.2,44.46,31.58,0,868,52
1,2017-09-10 20:15:00,13.25,253.552,"Sun Sep 10 2017",28.76,26.23,21.21,44.83,31.34,0,868,53
1,2017-09-10 20:30:00,13.5,253.562,"Sun Sep 10 2017",29,26.13,21.21,45.22,32.19,0,868,54
1,2017-09-10 20:45:00,13.75,253.573,"Sun Sep 10 2017",28.67,26.26,21.23,44.87,31.65,0,868,55
1,2017-09-10 21:00:00,14,253.583,"Sun Sep 10 2017",28.75,26.08,21.23,45.21,31.36,0,868,56
1,2017-09-10 21:15:00,14.25,253.594,"Sun Sep 10 2017",28.7,26.48,21.22,45.56,31.14,0,868,57
1,2017-09-10 21:30:00,14.5,253.604,"Sun Sep 10 2017",29.2,26.63,21.25,45.14,31.64,0,868,58
1,2017-09-10 21:45:00,14.75,253.615,"Sun Sep 10 2017",29,26.72,21.28,43.82,30.15,0,868,59
1,2017-09-10 22:00:00,15,253.625,"Sun Sep 10 2017",29,26.91,21.29,44.28,30.33,0,868,60
1,2017-09-10 22:15:00,15.25,253.635,"Sun Sep 10 2017",28.46,26.56,21.34,46.37,31.11,0,868,61
1,2017-09-10 22:30:00,15.5,253.646,"Sun Sep 10 2017",27.91,26.51,21.33,46.99,31.27,0,868,62
1,2017-09-10 22:45:00,15.75,253.656,"Sun Sep 10 2017",26.86,26.35,21.35,50.45,31.89,0,867,63
1,2017-09-10 23:00:00,16,253.667,"Sun Sep 10 2017",26.41,26.73,21.38,51.99,31.62,0,867,64
1,2017-09-10 23:15:00,16.25,253.677,"Sun Sep 10 2017",25.99,26.43,21.43,54.18,32.4,0,867,65
1,2017-09-10 23:30:00,16.5,253.688,"Sun Sep 10 2017",25.41,26.08,21.44,54.63,32,0,867,66
1,2017-09-10 23:45:00,16.75,253.698,"Sun Sep 10 2017",25.04,26.1,21.47,55.31,32.58,0,867,67
1,2017-09-11,17,253.708,"Sun Sep 10 2017",24.71,25.91,21.51,56.13,33.16,0,867,68
1,2017-09-11 00:15:00,17.25,253.719,"Sun Sep 10 2017",24.35,25.79,21.53,57.83,32.86,0,867,69
1,2017-09-11 00:30:00,17.5,253.729,"Sun Sep 10 2017",24.09,25.55,21.57,57.77,33.44,0,868,70
1,2017-09-11 00:45:00,17.75,253.74,"Sun Sep 10 2017",23.61,25.18,21.6,60.05,34.77,0,868,71
1,2017-09-11 01:00:00,18,253.75,"Sun Sep 10 2017",23.14,24.72,21.63,61.12,35.64,0,868,72
1,2017-09-11 01:15:00,18.25,253.76,"Sun Sep 10 2017",22.62,24.35,21.66,62.68,36.49,0,868,73
1,2017-09-11 01:30:00,18.5,253.771,"Sun Sep 10 2017",22.03,23.92,21.69,64.57,37.88,0,868,74
1,2017-09-11 01:45:00,18.75,253.781,"Sun Sep 10 2017",21.85,24.01,21.72,63.39,35.93,0,868,75
1,2017-09-11 02:00:00,19,253.792,"Sun Sep 10 2017",21.94,24.08,21.76,60.32,35.12,0,868,76
1,2017-09-11 02:15:00,19.25,253.802,"Sun Sep 10 2017",22.18,23.8,21.79,59.3,36.12,0,868,77
1,2017-09-11 02:30:00,19.5,253.812,"Sun Sep 10 2017",22.27,23.81,21.82,59.14,36.08,0,868,78
1,2017-09-11 02:45:00,19.75,253.823,"Sun Sep 10 2017",22.22,23.87,21.84,59.04,35.97,0,868,79
1,2017-09-11 03:00:00,20,253.833,"Sun Sep 10 2017",22.12,23.84,21.86,59.7,36.25,0,868,80
1,2017-09-11 03:15:00,20.25,253.844,"Sun Sep 10 2017",21.92,23.87,21.89,60.6,36.27,0,868,81
1,2017-09-11 03:30:00,20.5,253.854,"Sun Sep 10 2017",21.81,23.92,21.91,60.93,36.01,0,868,82
1,2017-09-11 03:45:00,20.75,253.865,"Sun Sep 10 2017",21.78,23.83,21.93,60.97,36.17,0,868,83
1,2017-09-11 04:00:00,21,253.875,"Sun Sep 10 2017",21.77,24,21.95,61.05,35.58,0,868,84
1,2017-09-11 04:15:00,21.25,253.885,"Sun Sep 10 2017",21.79,24.04,21.96,60.98,35.53,0,868,85
1,2017-09-11 04:30:00,21.5,253.896,"Sun Sep 10 2017",21.83,24.76,21.98,60.86,30.69,0,867,86
1,2017-09-11 04:45:00,21.75,253.906,"Sun Sep 10 2017",21.48,24.77,21.99,61.52,28.19,0,867,87
1,2017-09-11 05:00:00,22,253.917,"Sun Sep 10 2017",21.21,24.17,22.01,58.84,29.17,0,867,88
1,2017-09-11 05:15:00,22.25,253.927,"Sun Sep 10 2017",20.91,24.01,22.02,57.93,29.26,0,867,89
1,2017-09-11 05:30:00,22.5,253.938,"Sun Sep 10 2017",20.77,24.1,22.03,56.91,28.65,0,867,90
1,2017-09-11 05:45:00,22.75,253.948,"Sun Sep 10 2017",21.47,24.63,22.03,52.61,26.99,0,867,91
1,2017-09-11 06:00:00,23,253.958,"Sun Sep 10 2017",22.02,25.41,22.04,50.29,25.02,0,867,92
1,2017-09-11 06:15:00,23.25,253.969,"Sun Sep 10 2017",22.49,25.75,22.04,47.86,24.05,0,867,93
1,2017-09-11 06:30:00,23.5,253.979,"Sun Sep 10 2017",22.86,25.75,22.05,46.2,23.72,0,867,94
1,2017-09-11 06:45:00,23.75,253.99,"Sun Sep 10 2017",23.24,25.88,22.05,44.5,23.29,0,867,95
1,2017-09-11 07:00:00,0,254,"Mon Sep 11 2017",23.5,25.96,22.05,43.57,22.89,0,867,96
2,2017-09-11 07:15:00,0.25,254.01,"Mon Sep 11 2017",23.5,26.03,22.05,43.07,22.74,0,867,97
2,2017-09-11 07:30:00,0.5,254.021,"Mon Sep 11 2017",23.42,25.83,22.05,43.28,23.1,0,867,98
2,2017-09-11 07:45:00,0.75,254.031,"Mon Sep 11 2017",22.99,25.63,22.05,45.17,23.65,0,867,99
2,2017-09-11 08:00:00,1,254.042,"Mon Sep 11 2017",22.14,25.41,22.04,48.09,24.06,0,867,100
2,2017-09-11 08:15:00,1.25,254.052,"Mon Sep 11 2017",22.01,25.29,22.04,47.86,24.31,0,867,101
2,2017-09-11 08:30:00,1.5,254.062,"Mon Sep 11 2017",22.08,24.92,22.03,47.62,25.05,0,867,102
2,2017-09-11 08:45:00,1.75,254.073,"Mon Sep 11 2017",22.15,24.93,22.03,47.37,24.89,0,867,103
2,2017-09-11 09:00:00,2,254.083,"Mon Sep 11 2017",21.88,24.98,22.03,48.35,24.78,0,867,104
2,2017-09-11 09:15:00,2.25,254.094,"Mon Sep 11 2017",21.55,25.05,22.02,50.24,24.58,0,867,105
2,2017-09-11 09:30:00,2.5,254.104,"Mon Sep 11 2017",21.45,24.75,22.01,49.45,25.02,0,867,106
2,2017-09-11 09:45:00,2.75,254.115,"Mon Sep 11 2017",21.57,24.72,22,48.7,24.67,0,867,107
2,2017-09-11 10:00:00,3,254.125,"Mon Sep 11 2017",21.48,24.68,21.99,49.5,24.64,0,867,108
2,2017-09-11 10:15:00,3.25,254.135,"Mon Sep 11 2017",21.13,24.76,21.98,49.97,24.55,0,867,109
2,2017-09-11 10:30:00,3.5,254.146,"Mon Sep 11 2017",21.08,24.33,21.97,50.53,25.78,0,867,110
2,2017-09-11 10:45:00,3.75,254.156,"Mon Sep 11 2017",20.82,24.25,21.96,52.61,26.21,0,867,111
2,2017-09-11 11:00:00,4,254.167,"Mon Sep 11 2017",20.64,23.9,21.95,53.77,27.11,0,867,112
2,2017-09-11 11:15:00,4.25,254.177,"Mon Sep 11 2017",20.69,23.75,21.94,53.6,27.32,0,867,113
2,2017-09-11 11:30:00,4.5,254.188,"Mon Sep 11 2017",21.05,23.8,21.93,51.34,27.1,0,867,114
2,2017-09-11 11:45:00,4.75,254.198,"Mon Sep 11 2017",21.14,23.59,21.92,51.39,27.63,0,867,115
2,2017-09-11 12:00:00,5,254.208,"Mon Sep 11 2017",20.72,23.41,21.9,53.3,28.05,0,867,116
2,2017-09-11 12:15:00,5.25,254.219,"Mon Sep 11 2017",20.7,23.43,21.89,53.1,28.12,0,867,117
2,2017-09-11 12:30:00,5.5,254.229,"Mon Sep 11 2017",20.82,23.39,21.88,52.83,28.34,0,867,118
2,2017-09-11 12:45:00,5.75,254.24,"Mon Sep 11 2017",20.99,23.28,21.87,52.28,28.74,0,867,119
2,2017-09-11 13:00:00,6,254.25,"Mon Sep 11 2017",21.27,23.22,21.85,51.88,29.13,0,867,120
2,2017-09-11 13:15:00,6.25,254.26,"Mon Sep 11 2017",20.68,23.11,21.84,55.17,29.53,0,868,121
2,2017-09-11 13:30:00,6.5,254.271,"Mon Sep 11 2017",20.31,23.22,21.83,56,29.63,0,868,122
2,2017-09-11 13:45:00,6.75,254.281,"Mon Sep 11 2017",20.69,23.23,21.81,55.75,29.5,0,868,123
2,2017-09-11 14:00:00,7,254.292,"Mon Sep 11 2017",21.04,23.51,21.8,58.75,29.12,0,867,124
2,2017-09-11 14:15:00,7.25,254.302,"Mon Sep 11 2017",20.74,23.75,21.78,62.39,28.46,0,867,125
2,2017-09-11 14:30:00,7.5,254.312,"Mon Sep 11 2017",20.46,24.04,21.77,61.1,28.43,0,867,126
2,2017-09-11 14:45:00,7.75,254.323,"Mon Sep 11 2017",21.11,24.54,21.76,63.39,28.95,0,867,127
2,2017-09-11 15:00:00,8,254.333,"Mon Sep 11 2017",22.14,24.99,21.74,62.14,29.4,0,867,128
2,2017-09-11 15:15:00,8.25,254.344,"Mon Sep 11 2017",23.83,25.75,21.72,57.75,29.62,0,867,129
2,2017-09-11 15:30:00,8.5,254.354,"Mon Sep 11 2017",25.45,26.26,21.71,53.07,28.19,0,867,130
2,2017-09-11 15:45:00,8.75,254.365,"Mon Sep 11 2017",26.38,27.04,21.7,50.28,26.64,0,867,131
2,2017-09-11 16:00:00,9,254.375,"Mon Sep 11 2017",26.74,27.82,21.68,48.87,24.74,0,867,132
2,2017-09-11 16:15:00,9.25,254.385,"Mon Sep 11 2017",27.59,28.36,21.67,47.3,22.63,0,867,133
2,2017-09-11 16:30:00,9.5,254.396,"Mon Sep 11 2017",27.87,28.78,21.66,45.1,21.36,0,867,134
2,2017-09-11 16:45:00,9.75,254.406,"Mon Sep 11 2017",27.2,28.42,21.64,53.22,26.86,0,867,135
2,2017-09-11 17:00:00,10,254.417,"Mon Sep 11 2017",26.94,27.35,21.63,55.8,31.73,0,867,136
2,2017-09-11 17:15:00,10.25,254.427,"Mon Sep 11 2017",27.45,27.16,21.61,54.86,32.78,0,868,137
2,2017-09-11 17:30:00,10.5,254.438,"Mon Sep 11 2017",28.38,26.82,21.6,50.48,33.13,0,868,138
2,2017-09-11 17:45:00,10.75,254.448,"Mon Sep 11 2017",28.93,26.87,21.59,48.35,33.02,0,868,139
2,2017-09-11 18:00:00,11,254.458,"Mon Sep 11 2017",28.89,26.78,21.58,45.69,31.02,0,868,140
2,2017-09-11 18:15:00,11.25,254.469,"Mon Sep 11 2017",29.31,27.08,21.56,43.52,30.13,0,867,141
2,2017-09-11 18:30:00,11.5,254.479,"Mon Sep 11 2017",29.53,27.52,21.55,42.16,28.26,0,867,142
2,2017-09-11 18:45:00,11.75,254.49,"Mon Sep 11 2017",30.14,27.85,21.57,39.43,26.72,0,867,143
2,2017-09-11 19:00:00,12,254.5,"Mon Sep 11 2017",30.55,28.13,21.54,37.85,24.85,0,867,144
2,2017-09-11 19:15:00,12.25,254.51,"Mon Sep 11 2017",30.15,27.3,21.52,37.81,26.17,0,867,145
2,2017-09-11 19:30:00,12.5,254.521,"Mon Sep 11 2017",30.06,27.59,21.53,37.85,25.46,0,867,146
2,2017-09-11 19:45:00,12.75,254.531,"Mon Sep 11 2017",29.85,27.71,21.56,38.06,25.85,0,867,147
2,2017-09-11 20:00:00,13,254.542,"Mon Sep 11 2017",29.67,27.71,21.53,39.05,25.49,0,867,148
2,2017-09-11 20:15:00,13.25,254.552,"Mon Sep 11 2017",29.54,27.59,21.53,38.55,25.7,0,867,149
2,2017-09-11 20:30:00,13.5,254.562,"Mon Sep 11 2017",28.91,27.03,21.54,41.6,27.29,0,867,150
2,2017-09-11 20:45:00,13.75,254.573,"Mon Sep 11 2017",28.15,26.72,21.54,45.4,27.9,0,867,151
2,2017-09-11 21:00:00,14,254.583,"Mon Sep 11 2017",28.01,26.62,21.56,41.61,26.34,0,867,152
2,2017-09-11 21:15:00,14.25,254.594,"Mon Sep 11 2017",27.71,26.92,21.56,44.27,27.26,0,867,153
2,2017-09-11 21:30:00,14.5,254.604,"Mon Sep 11 2017",27.31,26.56,21.59,45.37,27.58,0,867,154
2,2017-09-11 21:45:00,14.75,254.615,"Mon Sep 11 2017",27.06,26.56,21.61,46.58,27.88,0,867,155
2,2017-09-11 22:00:00,15,254.625,"Mon Sep 11 2017",27.96,26.9,21.63,45.96,27.53,0,867,156
2,2017-09-11 22:15:00,15.25,254.635,"Mon Sep 11 2017",27.75,26.94,21.66,48.68,28.56,0,867,157
2,2017-09-11 22:30:00,15.5,254.646,"Mon Sep 11 2017",27.39,27.27,21.68,48.73,28.68,0,867,158
2,2017-09-11 22:45:00,15.75,254.656,"Mon Sep 11 2017",27.34,28.26,21.7,46.8,26.35,0,866,159
2,2017-09-11 23:00:00,16,254.667,"Mon Sep 11 2017",27.04,27.98,21.73,44.23,23.78,0,866,160
2,2017-09-11 23:15:00,16.25,254.677,"Mon Sep 11 2017",27.39,28.13,21.78,41.6,22.98,0,867,161
2,2017-09-11 23:30:00,16.5,254.688,"Mon Sep 11 2017",27.39,27.29,21.79,44.41,23.37,0,867,162
2,2017-09-11 23:45:00,16.75,254.698,"Mon Sep 11 2017",26.48,26.48,21.82,45.63,25.59,0,867,163
2,2017-09-12,17,254.708,"Mon Sep 11 2017",25.5,26.08,21.84,48.44,26.85,0,867,164
2,2017-09-12 00:15:00,17.25,254.719,"Mon Sep 11 2017",24.61,25.47,21.87,50.23,30.21,0,867,165
2,2017-09-12 00:30:00,17.5,254.729,"Mon Sep 11 2017",24.13,24.59,21.89,53.89,34.41,0,867,166
2,2017-09-12 00:45:00,17.75,254.74,"Mon Sep 11 2017",23.84,24.05,21.91,51.67,31.23,0,868,167
2,2017-09-12 01:00:00,18,254.75,"Mon Sep 11 2017",23.3,22.92,21.95,54.91,38.04,0,868,168
2,2017-09-12 01:15:00,18.25,254.76,"Mon Sep 11 2017",22.17,21.5,21.98,61.41,44.99,0,868,169
2,2017-09-12 01:30:00,18.5,254.771,"Mon Sep 11 2017",21.24,20.57,22.01,69.66,50.27,0,868,170
2,2017-09-12 01:45:00,18.75,254.781,"Mon Sep 11 2017",18.73,20.81,22.03,89.2,43.7,0.254,867,171
2,2017-09-12 02:00:00,19,254.792,"Mon Sep 11 2017",16.56,20.83,22.06,97.8,44.12,0,867,172
2,2017-09-12 02:15:00,19.25,254.802,"Mon Sep 11 2017",17.24,22.05,22.07,82.4,36.04,0,867,173
2,2017-09-12 02:30:00,19.5,254.812,"Mon Sep 11 2017",19.21,21.84,22.1,68.95,37.22,0,867,174
2,2017-09-12 02:45:00,19.75,254.823,"Mon Sep 11 2017",19.5,21.32,22.12,68.69,40.29,0,867,175
2,2017-09-12 03:00:00,20,254.833,"Mon Sep 11 2017",18.62,20.52,22.15,74.1,44.78,0,867,176
2,2017-09-12 03:15:00,20.25,254.844,"Mon Sep 11 2017",18.41,20.69,22.16,75.4,43.62,0,867,177
2,2017-09-12 03:30:00,20.5,254.854,"Mon Sep 11 2017",18.18,20.82,22.18,76,41.15,0,867,178
2,2017-09-12 03:45:00,20.75,254.865,"Mon Sep 11 2017",18.7,21.59,22.19,69.83,36.19,0,867,179
2,2017-09-12 04:00:00,21,254.875,"Mon Sep 11 2017",19.24,21.88,22.22,65.31,34.48,0,867,180
2,2017-09-12 04:15:00,21.25,254.885,"Mon Sep 11 2017",19.98,22.23,22.24,60.13,33.06,0,867,181
2,2017-09-12 04:30:00,21.5,254.896,"Mon Sep 11 2017",20.35,21.7,22.24,60.95,35.49,0,868,182
2,2017-09-12 04:45:00,21.75,254.906,"Mon Sep 11 2017",19.91,21.95,22.25,63.17,34.42,0,869,183
2,2017-09-12 05:00:00,22,254.917,"Mon Sep 11 2017",18.97,20.95,22.26,78.3,41.55,0.254,868,184
2,2017-09-12 05:15:00,22.25,254.927,"Mon Sep 11 2017",17.18,20.22,22.27,91.9,45.8,0,868,185
2,2017-09-12 05:30:00,22.5,254.938,"Mon Sep 11 2017",17.01,21.26,22.28,87.7,38.37,0,868,186
2,2017-09-12 05:45:00,22.75,254.948,"Mon Sep 11 2017",18.5,23.19,22.3,68.52,30.24,0,868,187
2,2017-09-12 06:00:00,23,254.958,"Mon Sep 11 2017",19.75,21.92,22.29,66.62,35.86,0,868,188
2,2017-09-12 06:15:00,23.25,254.969,"Mon Sep 11 2017",19.07,20.67,22.29,72.2,42.93,0,868,189
2,2017-09-12 06:30:00,23.5,254.979,"Mon Sep 11 2017",18.85,20.75,22.3,72.6,42.79,0,868,190
2,2017-09-12 06:45:00,23.75,254.99,"Mon Sep 11 2017",19.3,21.12,22.3,69.81,40.59,0,868,191
2,2017-09-12 07:00:00,0,255,"Tue Sep 12 2017",19.5,21.76,22.29,67.6,37.17,0,867,192
2,2017-09-12 07:15:00,0.25,255.01,"Tue Sep 12 2017",19.45,21.58,22.28,68.64,37.57,0,867,193
2,2017-09-12 07:30:00,0.5,255.021,"Tue Sep 12 2017",19.52,21.98,22.29,64.55,35.14,0,867,194
2,2017-09-12 07:45:00,0.75,255.031,"Tue Sep 12 2017",20.15,22.59,22.29,59.59,32.46,0,866,195
2,2017-09-12 08:00:00,1,255.042,"Tue Sep 12 2017",20.59,22.22,22.28,57.89,33.86,0,867,196
2,2017-09-12 08:15:00,1.25,255.052,"Tue Sep 12 2017",20.06,22.17,22.27,59.45,33.62,0,867,197
2,2017-09-12 08:30:00,1.5,255.062,"Tue Sep 12 2017",19.6,21.92,22.27,61.9,34.59,0,867,198
2,2017-09-12 08:45:00,1.75,255.073,"Tue Sep 12 2017",19.27,21.57,22.26,62.98,35.57,0,867,199
2,2017-09-12 09:00:00,2,255.083,"Tue Sep 12 2017",19.19,21.44,22.25,63.85,36.62,0,867,200
2,2017-09-12 09:15:00,2.25,255.094,"Tue Sep 12 2017",18.64,21.2,22.25,67.53,37.57,0,867,201
2,2017-09-12 09:30:00,2.5,255.104,"Tue Sep 12 2017",18.33,21.4,22.24,68.81,36.04,0,867,202
2,2017-09-12 09:45:00,2.75,255.115,"Tue Sep 12 2017",18.44,21.54,22.24,66.62,35.23,0,867,203
2,2017-09-12 10:00:00,3,255.125,"Tue Sep 12 2017",18.77,21.72,22.22,64.38,34.12,0,867,204
2,2017-09-12 10:15:00,3.25,255.135,"Tue Sep 12 2017",19.09,21.7,22.22,62.42,33.99,0,867,205
2,2017-09-12 10:30:00,3.5,255.146,"Tue Sep 12 2017",19.11,21.63,22.2,62.26,34.21,0,867,206
2,2017-09-12 10:45:00,3.75,255.156,"Tue Sep 12 2017",19.02,21.76,22.19,61.83,33.57,0,867,207
2,2017-09-12 11:00:00,4,255.167,"Tue Sep 12 2017",19.16,22.19,22.17,60.48,31.86,0,867,208
2,2017-09-12 11:15:00,4.25,255.177,"Tue Sep 12 2017",20.07,23.05,22.16,55.54,29.72,0,866,209
2,2017-09-12 11:30:00,4.5,255.188,"Tue Sep 12 2017",20.76,23.41,22.15,53.32,29.24,0,866,210
2,2017-09-12 11:45:00,4.75,255.198,"Tue Sep 12 2017",20.73,23.54,22.13,53.54,29.46,0,866,211
2,2017-09-12 12:00:00,5,255.208,"Tue Sep 12 2017",21.05,23.71,22.11,52.95,29.54,0,866,212
2,2017-09-12 12:15:00,5.25,255.219,"Tue Sep 12 2017",21.25,23.58,22.1,53.38,29.94,0,866,213
2,2017-09-12 12:30:00,5.5,255.229,"Tue Sep 12 2017",20.35,22.59,22.08,56.33,32.02,0,867,214
2,2017-09-12 12:45:00,5.75,255.24,"Tue Sep 12 2017",20.2,23.04,22.06,57.29,31.21,0,867,215
2,2017-09-12 13:00:00,6,255.25,"Tue Sep 12 2017",20.04,22.02,22.05,58.51,33.88,0,867,216
2,2017-09-12 13:15:00,6.25,255.26,"Tue Sep 12 2017",20.1,22.04,22.04,59.1,34.1,0,867,217
2,2017-09-12 13:30:00,6.5,255.271,"Tue Sep 12 2017",20.37,22.4,22.02,59.64,33.31,0,867,218
2,2017-09-12 13:45:00,6.75,255.281,"Tue Sep 12 2017",20.51,22.66,22,59.65,33.17,0,867,219
2,2017-09-12 14:00:00,7,255.292,"Tue Sep 12 2017",20.8,24.18,21.97,61.07,31.02,0,867,220
2,2017-09-12 14:15:00,7.25,255.302,"Tue Sep 12 2017",21.09,24.69,21.97,64.08,31.21,0,867,221
2,2017-09-12 14:30:00,7.5,255.312,"Tue Sep 12 2017",21.4,24.89,21.94,66.51,32.12,0,867,222
2,2017-09-12 14:45:00,7.75,255.323,"Tue Sep 12 2017",21.63,24.91,21.92,67.67,31.8,0,867,223
2,2017-09-12 15:00:00,8,255.333,"Tue Sep 12 2017",22.76,25.01,21.9,63,32.64,0,867,224
2,2017-09-12 15:15:00,8.25,255.344,"Tue Sep 12 2017",24.69,24.51,21.9,56.29,35.14,0,867,225
2,2017-09-12 15:30:00,8.5,255.354,"Tue Sep 12 2017",24.57,24.17,21.87,52.83,32.26,0,867,226
2,2017-09-12 15:45:00,8.75,255.365,"Tue Sep 12 2017",23.72,23.82,21.86,57.19,33.38,0,867,227
