"sample","when","hour","decimalDate","stringDate","T_10ft","T_140ft","T_soil","hum_10ft","hum_140ft","precip","pressure","order"
2,2017-09-16 19:15:00,12.25,259.51,"Sat Sep 16 2017",21.61,19.4,20.19,50.81,36.64,0,865,625
2,2017-09-16 19:30:00,12.5,259.521,"Sat Sep 16 2017",21.57,19.13,20.18,52.27,38.84,0,865,626
2,2017-09-16 19:45:00,12.75,259.531,"Sat Sep 16 2017",21.46,19.14,20.17,54.85,40.54,0,865,627
2,2017-09-16 20:00:00,13,259.542,"Sat Sep 16 2017",21.88,19.65,20.17,54.55,39.86,0,865,628
2,2017-09-16 20:15:00,13.25,259.552,"Sat Sep 16 2017",21.48,19.35,20.16,55.22,40.5,0,865,629
2,2017-09-16 20:30:00,13.5,259.562,"Sat Sep 16 2017",21.62,19.39,20.16,56.51,41.07,0,864,630
2,2017-09-16 20:45:00,13.75,259.573,"Sat Sep 16 2017",22.01,19.74,20.14,52.56,38.81,0,864,631
2,2017-09-16 21:00:00,14,259.583,"Sat Sep 16 2017",21.46,19.59,20.16,54.01,39.39,0,864,632
2,2017-09-16 21:15:00,14.25,259.594,"Sat Sep 16 2017",20.93,19.46,20.16,57.64,39.97,0,864,633
2,2017-09-16 21:30:00,14.5,259.604,"Sat Sep 16 2017",20.48,19.05,20.17,62.02,41.92,0,864,634
2,2017-09-16 21:45:00,14.75,259.615,"Sat Sep 16 2017",20.38,19.2,20.17,60.1,42.11,0,864,635
2,2017-09-16 22:00:00,15,259.625,"Sat Sep 16 2017",20.35,18.9,20.18,62.28,43.97,0,864,636
2,2017-09-16 22:15:00,15.25,259.635,"Sat Sep 16 2017",20.02,18.88,20.19,64.88,46.26,0,864,637
2,2017-09-16 22:30:00,15.5,259.646,"Sat Sep 16 2017",20.1,18.63,20.2,64.84,45.77,0,864,638
2,2017-09-16 22:45:00,15.75,259.656,"Sat Sep 16 2017",19.73,19.15,20.22,64.47,43.75,0,864,639
2,2017-09-16 23:00:00,16,259.667,"Sat Sep 16 2017",19.61,19.14,20.23,64.56,44.16,0,864,640
2,2017-09-16 23:15:00,16.25,259.677,"Sat Sep 16 2017",19.38,19.45,20.24,65.89,43.46,0,864,641
2,2017-09-16 23:30:00,16.5,259.688,"Sat Sep 16 2017",19.24,18.98,20.26,65.91,44.77,0,864,642
2,2017-09-16 23:45:00,16.75,259.698,"Sat Sep 16 2017",18.98,19.08,20.29,68.46,44.14,0,864,643
2,2017-09-17,17,259.708,"Sat Sep 16 2017",18.6,19.06,20.31,68.06,44.08,0,864,644
2,2017-09-17 00:15:00,17.25,259.719,"Sat Sep 16 2017",18.05,18.93,20.33,69.24,43.72,0,864,645
2,2017-09-17 00:30:00,17.5,259.729,"Sat Sep 16 2017",17.46,18.64,20.35,72,44.79,0,864,646
2,2017-09-17 00:45:00,17.75,259.74,"Sat Sep 16 2017",16.98,18.31,20.37,73.4,46.56,0,864,647
2,2017-09-17 01:00:00,18,259.75,"Sat Sep 16 2017",16.55,17.81,20.39,76.3,49.4,0,864,648
2,2017-09-17 01:15:00,18.25,259.76,"Sat Sep 16 2017",15.98,17.42,20.42,79.2,51.29,0,864,649
2,2017-09-17 01:30:00,18.5,259.771,"Sat Sep 16 2017",15.46,17.22,20.43,80.9,51.91,0,864,650
2,2017-09-17 01:45:00,18.75,259.781,"Sat Sep 16 2017",15.1,16.98,20.45,82.3,53.71,0,864,651
2,2017-09-17 02:00:00,19,259.792,"Sat Sep 16 2017",14.78,16.97,20.47,84.4,53.61,0,864,652
2,2017-09-17 02:15:00,19.25,259.802,"Sat Sep 16 2017",14.43,16.87,20.48,85.5,53.75,0,864,653
2,2017-09-17 02:30:00,19.5,259.812,"Sat Sep 16 2017",14.49,16.87,20.51,84.6,52.44,0,864,654
2,2017-09-17 02:45:00,19.75,259.823,"Sat Sep 16 2017",14.85,16.89,20.54,81.3,52.33,0,864,655
2,2017-09-17 03:00:00,20,259.833,"Sat Sep 16 2017",15.29,16.72,20.54,79.4,53.14,0,864,656
2,2017-09-17 03:15:00,20.25,259.844,"Sat Sep 16 2017",15.23,16.62,20.56,80.1,53.68,0,864,657
2,2017-09-17 03:30:00,20.5,259.854,"Sat Sep 16 2017",15.08,16.64,20.57,81.1,53.46,0,864,658
2,2017-09-17 03:45:00,20.75,259.865,"Sat Sep 16 2017",15.06,16.69,20.59,80.8,52.96,0,865,659
2,2017-09-17 04:00:00,21,259.875,"Sat Sep 16 2017",15.04,16.56,20.59,80.8,53.84,0,865,660
2,2017-09-17 04:15:00,21.25,259.885,"Sat Sep 16 2017",14.89,16.42,20.6,81.5,54.47,0,865,661
2,2017-09-17 04:30:00,21.5,259.896,"Sat Sep 16 2017",14.88,16.46,20.61,81.4,54.37,0,865,662
2,2017-09-17 04:45:00,21.75,259.906,"Sat Sep 16 2017",14.73,16.27,20.62,82.1,54.76,0,865,663
2,2017-09-17 05:00:00,22,259.917,"Sat Sep 16 2017",14.67,16.43,20.62,81.7,54.3,0,865,664
2,2017-09-17 05:15:00,22.25,259.927,"Sat Sep 16 2017",14.74,16.38,20.62,81.5,54.36,0,865,665
2,2017-09-17 05:30:00,22.5,259.938,"Sat Sep 16 2017",14.34,15.75,20.63,83.4,54.45,0,865,666
2,2017-09-17 05:45:00,22.75,259.948,"Sat Sep 16 2017",14.05,15.56,20.64,81.1,52.71,0,865,667
2,2017-09-17 06:00:00,23,259.958,"Sat Sep 16 2017",13.83,15.48,20.63,80.2,51.73,0,865,668
2,2017-09-17 06:15:00,23.25,259.969,"Sat Sep 16 2017",13.92,15.37,20.64,78.7,51.45,0,865,669
2,2017-09-17 06:30:00,23.5,259.979,"Sat Sep 16 2017",13.76,15.31,20.63,78.5,50.88,0,865,670
2,2017-09-17 06:45:00,23.75,259.99,"Sat Sep 16 2017",13.69,15.17,20.62,77.7,50.25,0,864,671
2,2017-09-17 07:00:00,0,260,"Sun Sep 17 2017",13.45,15.09,20.62,77.9,50.39,0,864,672
2,2017-09-17 07:15:00,0.25,260.01,"Sun Sep 17 2017",13.58,15.28,20.62,77.9,50.21,0,865,673
2,2017-09-17 07:30:00,0.5,260.021,"Sun Sep 17 2017",13.38,16.11,20.61,78.5,46.39,0,864,674
2,2017-09-17 07:45:00,0.75,260.031,"Sun Sep 17 2017",13.63,16.43,20.61,77.4,44.95,0,864,675
2,2017-09-17 08:00:00,1,260.042,"Sun Sep 17 2017",13.43,15.44,20.6,78.2,48.19,0,864,676
2,2017-09-17 08:15:00,1.25,260.052,"Sun Sep 17 2017",13.32,14.79,20.59,78.2,51.77,0,864,677
2,2017-09-17 08:30:00,1.5,260.062,"Sun Sep 17 2017",13.35,14.99,20.58,78.8,52,0,864,678
2,2017-09-17 08:45:00,1.75,260.073,"Sun Sep 17 2017",13.38,15.82,20.56,79,48.1,0,864,679
2,2017-09-17 09:00:00,2,260.083,"Sun Sep 17 2017",13.47,16.92,20.57,78.5,41.67,0,864,680
2,2017-09-17 09:15:00,2.25,260.094,"Sun Sep 17 2017",13.52,16.86,20.55,78.7,41.84,0,864,681
2,2017-09-17 09:30:00,2.5,260.104,"Sun Sep 17 2017",13.4,16.35,20.54,79.2,44.84,0,864,682
2,2017-09-17 09:45:00,2.75,260.115,"Sun Sep 17 2017",13.11,16.06,20.53,80.7,45.97,0,864,683
2,2017-09-17 10:00:00,3,260.125,"Sun Sep 17 2017",12.85,15.53,20.52,81.7,48.83,0,864,684
2,2017-09-17 10:15:00,3.25,260.135,"Sun Sep 17 2017",12.78,14.71,20.51,82.1,52.16,0,864,685
2,2017-09-17 10:30:00,3.5,260.146,"Sun Sep 17 2017",12.6,14.59,20.49,82.4,52.8,0,864,686
2,2017-09-17 10:45:00,3.75,260.156,"Sun Sep 17 2017",12.57,14.27,20.46,82.4,54.2,0,864,687
2,2017-09-17 11:00:00,4,260.167,"Sun Sep 17 2017",12.53,14.23,20.46,82.5,53.89,0,864,688
2,2017-09-17 11:15:00,4.25,260.177,"Sun Sep 17 2017",12.49,14.32,20.43,82,52.23,0,864,689
2,2017-09-17 11:30:00,4.5,260.188,"Sun Sep 17 2017",12.37,14.46,20.43,82.1,50.52,0,864,690
2,2017-09-17 11:45:00,4.75,260.198,"Sun Sep 17 2017",12.2,14.42,20.41,82.4,51.22,0,864,691
2,2017-09-17 12:00:00,5,260.208,"Sun Sep 17 2017",12.23,14.28,20.39,82,52.16,0,864,692
2,2017-09-17 12:15:00,5.25,260.219,"Sun Sep 17 2017",12.31,14.12,20.37,80.7,52.2,0,864,693
2,2017-09-17 12:30:00,5.5,260.229,"Sun Sep 17 2017",12.28,13.98,20.36,80.4,52.28,0,864,694
2,2017-09-17 12:45:00,5.75,260.24,"Sun Sep 17 2017",12.36,14.27,20.34,79.4,50.38,0,865,695
2,2017-09-17 13:00:00,6,260.25,"Sun Sep 17 2017",12.16,14.25,20.32,80,50.02,0,865,696
2,2017-09-17 13:15:00,6.25,260.26,"Sun Sep 17 2017",12.05,14.42,20.3,80.1,49.51,0,865,697
2,2017-09-17 13:30:00,6.5,260.271,"Sun Sep 17 2017",12.25,14.48,20.28,79.9,49.65,0,865,698
2,2017-09-17 13:45:00,6.75,260.281,"Sun Sep 17 2017",12.29,14.93,20.24,80.7,48.82,0,865,699
2,2017-09-17 14:00:00,7,260.292,"Sun Sep 17 2017",12.95,15.84,20.24,80.4,46.92,0,865,700
2,2017-09-17 14:15:00,7.25,260.302,"Sun Sep 17 2017",13.49,16.41,20.23,81,46.71,0,865,701
2,2017-09-17 14:30:00,7.5,260.312,"Sun Sep 17 2017",13.98,16.53,20.2,82.3,47.75,0,865,702
2,2017-09-17 14:45:00,7.75,260.323,"Sun Sep 17 2017",14.74,17,20.17,80.4,47.89,0,865,703
2,2017-09-17 15:00:00,8,260.333,"Sun Sep 17 2017",16.27,17.83,20.16,75,45.87,0,865,704
2,2017-09-17 15:15:00,8.25,260.344,"Sun Sep 17 2017",17.33,18.05,20.13,66.86,37.01,0,866,705
2,2017-09-17 15:30:00,8.5,260.354,"Sun Sep 17 2017",18.42,18.13,20.11,57.52,36.38,0,866,706
2,2017-09-17 15:45:00,8.75,260.365,"Sun Sep 17 2017",18.59,17.89,20.1,59.9,40.4,0,866,707
2,2017-09-17 16:00:00,9,260.375,"Sun Sep 17 2017",18.29,17.45,20.07,68.08,49.09,0,866,708
2,2017-09-17 16:15:00,9.25,260.385,"Sun Sep 17 2017",17.86,17.98,20.05,69.62,45.42,0,866,709
2,2017-09-17 16:30:00,9.5,260.396,"Sun Sep 17 2017",17.94,17.84,20.04,71.1,49.28,0,866,710
2,2017-09-17 16:45:00,9.75,260.406,"Sun Sep 17 2017",18.12,17.97,20.02,66.82,45.51,0,866,711
2,2017-09-17 17:00:00,10,260.417,"Sun Sep 17 2017",18.63,18.11,20,57.26,37.99,0,866,712
2,2017-09-17 17:15:00,10.25,260.427,"Sun Sep 17 2017",19.39,18.37,19.96,59.04,41.12,0,866,713
2,2017-09-17 17:30:00,10.5,260.438,"Sun Sep 17 2017",20.23,18.09,19.95,56.88,42.31,0,866,714
2,2017-09-17 17:45:00,10.75,260.448,"Sun Sep 17 2017",20.94,18.55,19.93,55.94,41.48,0,866,715
2,2017-09-17 18:00:00,11,260.458,"Sun Sep 17 2017",21.75,18.8,19.91,53.59,39.87,0,866,716
2,2017-09-17 18:15:00,11.25,260.469,"Sun Sep 17 2017",22.01,18.9,19.91,49.53,36.39,0,866,717
2,2017-09-17 18:30:00,11.5,260.479,"Sun Sep 17 2017",21.85,18.84,19.89,49.13,36.65,0,866,718
2,2017-09-17 18:45:00,11.75,260.49,"Sun Sep 17 2017",21.81,19.37,19.87,48.01,34.97,0,866,719
2,2017-09-17 19:00:00,12,260.5,"Sun Sep 17 2017",21.95,19.31,19.86,48.24,35.87,0,866,720
2,2017-09-17 19:15:00,12.25,260.51,"Sun Sep 17 2017",22.35,19.34,19.84,47.58,35.44,0,866,721
2,2017-09-17 19:30:00,12.5,260.521,"Sun Sep 17 2017",22.46,19.63,19.83,47.71,35.51,0,866,722
2,2017-09-17 19:45:00,12.75,260.531,"Sun Sep 17 2017",22.81,19.78,19.82,48.34,36.79,0,866,723
2,2017-09-17 20:00:00,13,260.542,"Sun Sep 17 2017",22.56,19.68,19.81,48.91,36.64,0,866,724
2,2017-09-17 20:15:00,13.25,260.552,"Sun Sep 17 2017",22.5,19.85,19.82,47.37,35.2,0,866,725
2,2017-09-17 20:30:00,13.5,260.562,"Sun Sep 17 2017",22.58,20.11,19.8,47.97,35.17,0,865,726
2,2017-09-17 20:45:00,13.75,260.573,"Sun Sep 17 2017",22.79,20.17,19.8,47.31,34.86,0,865,727
2,2017-09-17 21:00:00,14,260.583,"Sun Sep 17 2017",22.74,20.25,19.8,47.34,34.23,0,866,728
2,2017-09-17 21:15:00,14.25,260.594,"Sun Sep 17 2017",22.8,20.23,19.81,47.6,34.76,0,865,729
2,2017-09-17 21:30:00,14.5,260.604,"Sun Sep 17 2017",22.47,20.37,19.82,46.4,33.33,0,865,730
2,2017-09-17 21:45:00,14.75,260.615,"Sun Sep 17 2017",22.48,20.39,19.83,46.88,33.58,0,865,731
2,2017-09-17 22:00:00,15,260.625,"Sun Sep 17 2017",22.28,20.32,19.83,46.75,33.28,0,865,732
2,2017-09-17 22:15:00,15.25,260.635,"Sun Sep 17 2017",21.65,19.98,19.85,47.64,33.07,0,865,733
2,2017-09-17 22:30:00,15.5,260.646,"Sun Sep 17 2017",21.13,19.93,19.86,47.18,32.38,0,865,734
2,2017-09-17 22:45:00,15.75,260.656,"Sun Sep 17 2017",20.86,19.95,19.89,48.15,31.35,0,865,735
2,2017-09-17 23:00:00,16,260.667,"Sun Sep 17 2017",20.14,19.77,19.9,48.61,31.48,0,865,736
2,2017-09-17 23:15:00,16.25,260.677,"Sun Sep 17 2017",19.65,19.59,19.92,50.27,31.57,0,865,737
2,2017-09-17 23:30:00,16.5,260.688,"Sun Sep 17 2017",19.27,19.49,19.94,50.83,31.42,0,865,738
2,2017-09-17 23:45:00,16.75,260.698,"Sun Sep 17 2017",18.9,19.17,19.97,51.88,31.79,0,865,739
2,2017-09-18,17,260.708,"Sun Sep 17 2017",18.46,19.04,19.99,53.91,32.69,0,865,740
2,2017-09-18 00:15:00,17.25,260.719,"Sun Sep 17 2017",17.91,18.72,20.01,55.76,33.34,0,865,741
2,2017-09-18 00:30:00,17.5,260.729,"Sun Sep 17 2017",17.52,18.43,20.03,56.22,33.83,0,865,742
2,2017-09-18 00:45:00,17.75,260.74,"Sun Sep 17 2017",17.13,17.97,20.05,58.34,34.86,0,865,743
2,2017-09-18 01:00:00,18,260.75,"Sun Sep 17 2017",16.4,17.6,20.08,61.82,35.36,0,865,744
2,2017-09-18 01:15:00,18.25,260.76,"Sun Sep 17 2017",15.61,17.3,20.1,63.32,35.88,0,866,745
2,2017-09-18 01:30:00,18.5,260.771,"Sun Sep 17 2017",14.93,17.09,20.13,64.49,36.59,0,866,746
2,2017-09-18 01:45:00,18.75,260.781,"Sun Sep 17 2017",14.72,17.02,20.15,64.48,36.78,0,866,747
2,2017-09-18 02:00:00,19,260.792,"Sun Sep 17 2017",14.52,17.01,20.17,64.67,36.44,0,866,748
2,2017-09-18 02:15:00,19.25,260.802,"Sun Sep 17 2017",14.78,16.99,20.19,62.72,36.25,0,866,749
2,2017-09-18 02:30:00,19.5,260.812,"Sun Sep 17 2017",14.75,17.17,20.21,62.54,35.67,0,866,750
2,2017-09-18 02:45:00,19.75,260.823,"Sun Sep 17 2017",14.68,16.95,20.22,62.5,36.53,0,866,751
2,2017-09-18 03:00:00,20,260.833,"Sun Sep 17 2017",14.48,16.53,20.24,63.15,38.11,0,866,752
2,2017-09-18 03:15:00,20.25,260.844,"Sun Sep 17 2017",14.03,16.36,20.26,65.62,38.77,0,865,753
2,2017-09-18 03:30:00,20.5,260.854,"Sun Sep 17 2017",13.66,16.5,20.27,67.63,38.26,0,865,754
2,2017-09-18 03:45:00,20.75,260.865,"Sun Sep 17 2017",13.5,16.65,20.28,67.93,37.64,0,866,755
2,2017-09-18 04:00:00,21,260.875,"Sun Sep 17 2017",13.55,16.6,20.3,68.43,37.52,0,865,756
2,2017-09-18 04:15:00,21.25,260.885,"Sun Sep 17 2017",13.44,16.54,20.31,68.77,37.83,0,865,757
2,2017-09-18 04:30:00,21.5,260.896,"Sun Sep 17 2017",13.34,16.22,20.32,68.6,38.89,0,865,758
2,2017-09-18 04:45:00,21.75,260.906,"Sun Sep 17 2017",13.47,16.42,20.33,67.8,38.28,0,865,759
2,2017-09-18 05:00:00,22,260.917,"Sun Sep 17 2017",13.94,16.48,20.33,65.25,37.86,0,865,760
2,2017-09-18 05:15:00,22.25,260.927,"Sun Sep 17 2017",14.42,16.72,20.34,62.92,34.92,0,865,761
2,2017-09-18 05:30:00,22.5,260.938,"Sun Sep 17 2017",14.68,16.86,20.34,60.39,33.76,0,865,762
2,2017-09-18 05:45:00,22.75,260.948,"Sun Sep 17 2017",14.85,16.75,20.34,58.15,33.82,0,865,763
2,2017-09-18 06:00:00,23,260.958,"Sun Sep 17 2017",14.74,16.56,20.34,57.95,34.94,0,865,764
2,2017-09-18 06:15:00,23.25,260.969,"Sun Sep 17 2017",14.63,16.51,20.34,58.73,35.1,0,865,765
2,2017-09-18 06:30:00,23.5,260.979,"Sun Sep 17 2017",14.57,16.53,20.34,58.71,34.59,0,865,766
2,2017-09-18 06:45:00,23.75,260.99,"Sun Sep 17 2017",14.71,16.5,20.34,57.46,33.79,0,865,767
2,2017-09-18 07:00:00,0,261,"Mon Sep 18 2017",15.01,16.36,20.33,55.68,33.8,0,865,768
2,2017-09-18 07:15:00,0.25,261.01,"Mon Sep 18 2017",15.04,16.14,20.33,55.29,34.06,0,865,769
2,2017-09-18 07:30:00,0.5,261.021,"Mon Sep 18 2017",14.87,16.05,20.31,55.37,33.95,0,865,770
2,2017-09-18 07:45:00,0.75,261.031,"Mon Sep 18 2017",14.82,15.94,20.31,55.05,33.86,0,865,771
2,2017-09-18 08:00:00,1,261.042,"Mon Sep 18 2017",14.76,15.84,20.3,55.37,34.62,0,865,772
2,2017-09-18 08:15:00,1.25,261.052,"Mon Sep 18 2017",14.57,15.79,20.29,56.32,34.76,0,865,773
2,2017-09-18 08:30:00,1.5,261.062,"Mon Sep 18 2017",14.55,15.61,20.28,56.28,35.23,0,865,774
2,2017-09-18 08:45:00,1.75,261.073,"Mon Sep 18 2017",14.31,15.46,20.27,56.71,35.09,0,864,775
2,2017-09-18 09:00:00,2,261.083,"Mon Sep 18 2017",14.21,15.39,20.26,56.33,34.81,0,864,776
2,2017-09-18 09:15:00,2.25,261.094,"Mon Sep 18 2017",14.35,15.19,20.25,55.52,34.98,0,864,777
2,2017-09-18 09:30:00,2.5,261.104,"Mon Sep 18 2017",13.99,15,20.24,56.19,34.69,0,864,778
2,2017-09-18 09:45:00,2.75,261.115,"Mon Sep 18 2017",13.78,14.95,20.22,55.92,34.15,0,864,779
2,2017-09-18 10:00:00,3,261.125,"Mon Sep 18 2017",13.71,14.8,20.21,55.53,34.13,0,864,780
2,2017-09-18 10:15:00,3.25,261.135,"Mon Sep 18 2017",13.53,14.74,20.2,54.43,32.44,0,864,781
2,2017-09-18 10:30:00,3.5,261.146,"Mon Sep 18 2017",13.63,14.83,20.18,52.89,31.62,0,864,782
2,2017-09-18 10:45:00,3.75,261.156,"Mon Sep 18 2017",13.77,14.72,20.17,50.11,29.49,0,864,783
2,2017-09-18 11:00:00,4,261.167,"Mon Sep 18 2017",13.81,14.54,20.15,47.12,28.55,0,864,784
2,2017-09-18 11:15:00,4.25,261.177,"Mon Sep 18 2017",13.5,14.43,20.14,48.08,29.21,0,864,785
2,2017-09-18 11:30:00,4.5,261.188,"Mon Sep 18 2017",13.62,14.49,20.12,47.98,29.43,0,864,786
2,2017-09-18 11:45:00,4.75,261.198,"Mon Sep 18 2017",13.71,14.54,20.1,47.95,29.34,0,864,787
2,2017-09-18 12:00:00,5,261.208,"Mon Sep 18 2017",13.83,14.58,20.08,47.58,29.05,0,864,788
2,2017-09-18 12:15:00,5.25,261.219,"Mon Sep 18 2017",13.92,14.62,20.06,46.62,28.52,0,864,789
2,2017-09-18 12:30:00,5.5,261.229,"Mon Sep 18 2017",13.8,14.67,20.05,46.56,28.22,0,864,790
2,2017-09-18 12:45:00,5.75,261.24,"Mon Sep 18 2017",13.73,14.58,20.02,46.42,28.2,0,864,791
2,2017-09-18 13:00:00,6,261.25,"Mon Sep 18 2017",13.81,14.58,20.01,46.17,28.34,0,864,792
2,2017-09-18 13:15:00,6.25,261.26,"Mon Sep 18 2017",13.98,14.76,19.99,46.18,28,0,864,793
2,2017-09-18 13:30:00,6.5,261.271,"Mon Sep 18 2017",13.46,14.64,19.97,49.24,28.39,0,864,794
2,2017-09-18 13:45:00,6.75,261.281,"Mon Sep 18 2017",13.09,14.87,19.95,53.08,27.83,0,864,795
2,2017-09-18 14:00:00,7,261.292,"Mon Sep 18 2017",13.59,14.62,19.93,49.82,28.42,0,865,796
2,2017-09-18 14:15:00,7.25,261.302,"Mon Sep 18 2017",13.97,14.75,19.91,49.58,28,0,865,797
2,2017-09-18 14:30:00,7.5,261.312,"Mon Sep 18 2017",14.32,14.94,19.89,49.73,28.03,0,865,798
2,2017-09-18 14:45:00,7.75,261.323,"Mon Sep 18 2017",14.58,14.81,19.87,49.55,30.61,0,865,799
2,2017-09-18 15:00:00,8,261.333,"Mon Sep 18 2017",15.34,15.31,19.85,50.71,31.95,0,864,800
2,2017-09-18 15:15:00,8.25,261.344,"Mon Sep 18 2017",15.94,15.53,19.83,49.91,32.02,0,864,801
2,2017-09-18 15:30:00,8.5,261.354,"Mon Sep 18 2017",16.44,15.52,19.82,50.33,32.44,0,865,802
2,2017-09-18 15:45:00,8.75,261.365,"Mon Sep 18 2017",16.7,15.49,19.8,48.44,32.42,0,865,803
2,2017-09-18 16:00:00,9,261.375,"Mon Sep 18 2017",16.94,15.73,19.78,47.16,32.17,0,865,804
2,2017-09-18 16:15:00,9.25,261.385,"Mon Sep 18 2017",16.99,15.95,19.76,49.37,33.3,0,865,805
2,2017-09-18 16:30:00,9.5,261.396,"Mon Sep 18 2017",16.94,16.26,19.74,49.75,32.89,0,865,806
2,2017-09-18 16:45:00,9.75,261.406,"Mon Sep 18 2017",17.18,16.41,19.72,49.15,32.61,0,865,807
2,2017-09-18 17:00:00,10,261.417,"Mon Sep 18 2017",17.69,16.75,19.71,51.67,35.29,0,865,808
2,2017-09-18 17:15:00,10.25,261.427,"Mon Sep 18 2017",18.43,16.73,19.69,53.02,38.74,0,865,809
2,2017-09-18 17:30:00,10.5,261.438,"Mon Sep 18 2017",18.83,16.86,19.67,55.12,41.78,0,865,810
2,2017-09-18 17:45:00,10.75,261.448,"Mon Sep 18 2017",18.59,16.28,19.66,58.95,46.95,0,865,811
2,2017-09-18 18:00:00,11,261.458,"Mon Sep 18 2017",17.88,15.82,19.64,64.63,52.07,0,865,812
2,2017-09-18 18:15:00,11.25,261.469,"Mon Sep 18 2017",17.86,15.77,19.62,67.5,54.31,0,865,813
2,2017-09-18 18:30:00,11.5,261.479,"Mon Sep 18 2017",17.66,15.61,19.61,67.46,54.71,0,865,814
2,2017-09-18 18:45:00,11.75,261.49,"Mon Sep 18 2017",17.31,15.59,19.6,71.5,57.85,0,865,815
2,2017-09-18 19:00:00,12,261.5,"Mon Sep 18 2017",17.07,15.35,19.59,75.1,60.76,0,865,816
2,2017-09-18 19:15:00,12.25,261.51,"Mon Sep 18 2017",16.89,15.15,19.58,74.4,60.84,0,865,817
2,2017-09-18 19:30:00,12.5,261.521,"Mon Sep 18 2017",17,15.16,19.57,77.3,64.05,0,865,818
2,2017-09-18 19:45:00,12.75,261.531,"Mon Sep 18 2017",17.05,15.42,19.56,77.4,62.32,0,865,819
2,2017-09-18 20:00:00,13,261.542,"Mon Sep 18 2017",17.35,15.47,19.56,74.7,60.75,0,865,820
2,2017-09-18 20:15:00,13.25,261.552,"Mon Sep 18 2017",17.34,15.22,19.56,73.1,60.18,0,865,821
2,2017-09-18 20:30:00,13.5,261.562,"Mon Sep 18 2017",17.52,15.48,19.55,76.1,63.34,0,865,822
2,2017-09-18 20:45:00,13.75,261.573,"Mon Sep 18 2017",17.65,15.76,19.55,76.4,63.24,0,864,823
2,2017-09-18 21:00:00,14,261.583,"Mon Sep 18 2017",17.5,15.54,19.55,77.3,64.25,0,864,824
2,2017-09-18 21:15:00,14.25,261.594,"Mon Sep 18 2017",16.98,15.48,19.55,80.3,65.98,0,864,825
2,2017-09-18 21:30:00,14.5,261.604,"Mon Sep 18 2017",16.62,15.1,19.56,83.8,69.82,0,864,826
2,2017-09-18 21:45:00,14.75,261.615,"Mon Sep 18 2017",16.29,14.97,19.56,86.8,72.3,0,864,827
2,2017-09-18 22:00:00,15,261.625,"Mon Sep 18 2017",16.14,14.86,19.56,89.6,75.4,0,864,828
2,2017-09-18 22:15:00,15.25,261.635,"Mon Sep 18 2017",16.01,14.78,19.57,91.6,76.9,0,864,829
2,2017-09-18 22:30:00,15.5,261.646,"Mon Sep 18 2017",15.96,14.79,19.58,92.2,77.3,0,864,830
2,2017-09-18 22:45:00,15.75,261.656,"Mon Sep 18 2017",15.78,14.7,19.59,93.4,78.3,0,864,831
2,2017-09-18 23:00:00,16,261.667,"Mon Sep 18 2017",15.91,14.73,19.6,91.9,76.2,0,864,832
2,2017-09-18 23:15:00,16.25,261.677,"Mon Sep 18 2017",15.65,14.58,19.61,92.1,76.2,0,864,833
2,2017-09-18 23:30:00,16.5,261.688,"Mon Sep 18 2017",15.53,14.49,19.62,93.1,77.5,0,864,834
2,2017-09-18 23:45:00,16.75,261.698,"Mon Sep 18 2017",15.28,14.32,19.63,94.3,78.5,0,863,835
2,2017-09-19,17,261.708,"Mon Sep 18 2017",15.1,14.13,19.65,95.6,80.4,0,863,836
2,2017-09-19 00:15:00,17.25,261.719,"Mon Sep 18 2017",14.83,13.8,19.66,97.1,83,0,863,837
2,2017-09-19 00:30:00,17.5,261.729,"Mon Sep 18 2017",14.49,13.56,19.67,98.2,84.1,0,863,838
2,2017-09-19 00:45:00,17.75,261.74,"Mon Sep 18 2017",14.3,13.35,19.68,98.9,85.5,0,864,839
2,2017-09-19 01:00:00,18,261.75,"Mon Sep 18 2017",14,13.04,19.69,99.4,86.3,0,863,840
2,2017-09-19 01:15:00,18.25,261.76,"Mon Sep 18 2017",13.65,12.71,19.71,99.9,86.9,0,864,841
2,2017-09-19 01:30:00,18.5,261.771,"Mon Sep 18 2017",13.36,12.46,19.72,100,87.1,0,863,842
2,2017-09-19 01:45:00,18.75,261.781,"Mon Sep 18 2017",13.12,12.24,19.74,100,88,0,863,843
2,2017-09-19 02:00:00,19,261.792,"Mon Sep 18 2017",12.89,11.96,19.74,100,89.4,0,863,844
2,2017-09-19 02:15:00,19.25,261.802,"Mon Sep 18 2017",12.63,11.73,19.76,100,89.8,0,864,845
2,2017-09-19 02:30:00,19.5,261.812,"Mon Sep 18 2017",12.45,11.54,19.76,100,90.5,0,864,846
2,2017-09-19 02:45:00,19.75,261.823,"Mon Sep 18 2017",12.25,11.42,19.78,100,91.4,0,864,847
2,2017-09-19 03:00:00,20,261.833,"Mon Sep 18 2017",12.09,11.36,19.78,100,91,0,864,848
2,2017-09-19 03:15:00,20.25,261.844,"Mon Sep 18 2017",11.79,11.15,19.8,100,91.1,0,863,849
2,2017-09-19 03:30:00,20.5,261.854,"Mon Sep 18 2017",11.52,11.03,19.8,100,91.1,0,863,850
2,2017-09-19 03:45:00,20.75,261.865,"Mon Sep 18 2017",11.29,10.93,19.81,100,88.7,0,863,851
