"finish_time","barrier_time","resids"
415,119,-9.31038837402802
482,132,12.1528371819376
522,152,-17.9037388858077
524,148,-1.89242367225861
464,132,-5.84716281806242
456,129,-3.33867640790063
480,135,-0.35564922822421
437,123,-1.32170358757706
450,125,4.67263880564841
427,125,-18.3273611943516
429,121,-2.31604598080254
410,112,10.2094132496828
494,136,10.1415219683885
534,150,1.10191872096686
468,133,-5.34999162144969
401,114,-5.7962443570917
465,129,5.66132359209936
450,130,-12.8415052112879
425,123,-13.3217035875771
408,114,1.2037556429083
486,139,-8.36696444177326
484,134,7.14717957516305
452,133,-21.3499916214497
420,119,-4.31038837402802
528,144,16.1188915412904
395,113,-8.29341555370444
408,111,11.7122420530701
436,123,-2.32170358757706
499,143,-9.3782796553223
446,123,7.67829641242294
422,120,-5.81321717741528
449,126,0.169810002261151
477,128,21.1641523954866
531,153,-12.4065676891949
421,118,0.192440429359248
418,121,-13.3160459808025
411,107,28.7235572666191
391,112,-8.79058675031718
440,124,-1.82453239096432
473,130,10.1584947887121
412,121,-19.3160459808025
525,152,-14.9037388858077
402,115,-8.29907316047896
473,136,-10.8584780316115
438,125,-7.32736119435159
422,119,-2.31038837402801
434,119,9.68961162597199
398,109,8.71789965984461
446,127,-6.33301880112611
485,137,-2.36130683499874
462,131,-4.34433401467516
498,146,-20.8867660654841
433,125,-12.3273611943516
427,122,-7.8188747841898
452,131,-14.3443340146752
388,106,9.2263860700064
420,118,-0.807559570640751
430,124,-11.8245323909643
436,125,-9.32736119435159
461,130,-1.8415052112879
409,116,-4.80190196386623
449,128,-6.83584760451337
530,150,-2.89808127903314
491,141,-10.3726220485478
450,130,-12.8415052112879
448,129,-11.3386764079006
386,107,3.72355726661914
468,133,-5.34999162144969
464,135,-16.3556492282242
453,127,0.666981198873889
431,116,17.1980980361338
443,126,-5.83018999773885
419,118,-1.80755957064075
398,107,15.7235572666191
486,139,-8.36696444177326
410,116,-3.80190196386623
434,119,9.68961162597199
447,122,12.1811252158102
384,111,-12.2877579469299
378,109,-11.2821003401554
428,122,-6.8188747841898
413,115,2.70092683952103
446,121,14.6839540191975
463,131,-3.34433401467516
440,124,-1.82453239096432
418,113,14.7065844462956
420,119,-4.31038837402802
448,127,-4.33301880112611
393,108,7.22072846323188
410,115,-0.299073160478962
449,121,17.6839540191975
518,146,-0.886766065484088
443,119,18.689611625972
477,134,0.14717957516305
495,141,-6.37262204854778
410,113,6.70658444629556
426,121,-5.31604598080254
461,132,-8.84716281806242
422,116,8.19809803613377
405,109,15.7178996598446
490,135,9.64435077177579
428,124,-13.8245323909643
414,113,10.7065844462956
452,125,6.67263880564841
437,124,-4.82453239096433
423,115,12.700926839521
448,121,16.6839540191975
466,127,13.6669811988739
401,111,4.71224205307008
458,127,5.66698119887389
431,123,-7.32170358757706
468,131,1.65566598532484
417,115,6.70092683952103
399,112,-0.790586750317176
396,115,-14.299073160479
437,119,12.689611625972
447,126,-1.83018999773885
417,119,-7.31038837402802
488,138,-2.864135638386
456,120,28.1867828225847
399,114,-7.7962443570917
434,125,-11.3273611943516
421,120,-6.81321717741528
468,134,-8.85282042483695
423,112,23.2094132496828
409,112,9.20941324968282
432,122,-2.8188747841898
454,128,-1.83584760451337
450,125,4.67263880564841
454,128,-1.83584760451337
408,111,11.7122420530701
398,110,5.21507085645734
430,117,12.6952692327465
493,144,-18.8811084587096
429,122,-5.8188747841898
413,115,2.70092683952103
414,110,21.2150708564573
442,128,-13.8358476045134
477,135,-3.35564922822421
397,111,0.712242053070084
407,116,-6.80190196386623
451,123,12.6782964124229
418,114,11.2037556429083
410,113,6.70658444629556
443,128,-12.8358476045134
443,124,1.17546760903568
446,121,14.6839540191975
456,132,-13.8471628180624
418,122,-16.8188747841898
417,117,-0.304730767253489
453,120,25.1867828225847
437,124,-4.82453239096433
399,111,2.71224205307008
412,116,-1.80190196386623
485,135,4.64435077177579
450,129,-9.33867640790063
406,113,2.70658444629556
428,122,-6.8188747841898
402,109,12.7178996598446
449,128,-6.83584760451337
442,125,-3.32736119435159
490,139,-4.36696444177326
397,112,-2.79058675031718
395,110,2.21507085645734
420,120,-7.81321717741528
438,124,-3.82453239096432
449,129,-10.3386764079006
439,129,-20.3386764079006
429,123,-9.32170358757706
414,112,14.2094132496828
465,131,-1.34433401467516
442,123,3.67829641242294
424,118,3.19244042935925
415,114,8.20375564290829
511,140,13.1302067548395
412,112,12.2094132496828
451,123,12.6782964124229
463,132,-6.84716281806242
413,115,2.70092683952103
402,113,-1.29341555370444
497,139,2.63303555822674
432,120,4.18678282258472
403,110,10.2150708564573
428,120,0.186782822584724
416,120,-11.8132171774153
434,120,6.18678282258472
445,125,-0.327361194351587
455,130,-7.8415052112879
411,115,0.700926839521035
414,115,3.70092683952103
418,115,7.70092683952103
463,124,21.1754676090357
417,120,-10.8132171774153
420,116,6.19809803613377
485,137,-2.36130683499874
434,126,-14.8301899977389
437,127,-15.3330188011261
404,117,-13.3047307672535
421,120,-6.81321717741528
443,123,4.67829641242294
420,116,6.19809803613377
502,136,18.1415219683885
411,112,11.2094132496828
403,113,-0.293415553704442
451,125,5.67263880564841
446,128,-9.83584760451337
437,123,-1.32170358757706
382,109,-7.28210034015539
458,128,2.16415239548663
413,113,9.70658444629555
496,136,12.1415219683885
398,112,-1.79058675031718
414,116,0.198098036133769
443,124,1.17546760903568
410,117,-7.30473076725349
404,115,-6.29907316047896
422,115,11.700926839521
428,122,-6.8188747841898
437,123,-1.32170358757706
441,126,-7.83018999773885
402,110,9.21507085645734
399,115,-11.299073160479
457,124,15.1754676090357
407,116,-6.80190196386623
484,140,-13.8697932451605
373,106,-5.7736139299936
423,121,-8.31604598080254
413,119,-11.310388374028
455,132,-14.8471628180624
364,105,-11.2707851266063
434,126,-14.8301899977389
356,103,-12.2651275198318
463,161,-108.429198116293
452,129,-7.33867640790063
397,115,-13.299073160479
404,116,-9.80190196386623
489,143,-19.3782796553223
375,109,-14.2821003401554
416,122,-18.8188747841898
387,112,-12.7905867503172
417,120,-10.8132171774153
386,113,-17.2934155537044
426,120,-1.81321717741528
390,111,-6.28775794692992
457,133,-16.3499916214497
416,118,-4.80755957064075
370,108,-15.7792715367681
479,140,-18.8697932451605
395,114,-11.7962443570917
411,119,-13.310388374028
428,122,-6.8188747841898
465,135,-15.3556492282242
379,107,-3.27644273338086
414,117,-3.30473076725349
368,105,-7.27078512660634
407,114,0.203755642908298
413,119,-11.310388374028
432,124,-9.82453239096433
460,133,-13.3499916214497
378,107,-4.27644273338086
405,118,-15.8075595706407
408,117,-9.30473076725348
434,124,-7.82453239096433
435,123,-3.32170358757706
361,105,-14.2707851266063
385,109,-4.28210034015539
495,138,4.135864361614
407,116,-6.80190196386623
555,154,8.09060350741782
468,132,-1.84716281806242
512,149,-17.3952524756459
407,113,3.70658444629556
447,127,-5.33301880112611
407,117,-10.3047307672535
550,156,-3.91505409935671
409,117,-8.30473076725348
510,143,1.6217203446777
447,122,12.1811252158102
532,147,9.61040513112865
485,139,-9.36696444177326
469,135,-11.3556492282242
488,131,21.6556659853248
552,153,8.59343231080507
440,123,1.67829641242294
470,131,3.65566598532484
397,113,-6.29341555370444
473,136,-10.8584780316115
481,140,-16.8697932451605
464,130,1.1584947887121
563,162,-11.9320269196803
441,123,2.67829641242294
462,136,-21.8584780316115
411,116,-2.80190196386623
488,135,7.64435077177579
449,126,0.169810002261151
418,119,-6.31038837402802
420,121,-11.3160459808025
405,109,15.7178996598446
431,123,-7.32170358757706
426,116,12.1980980361338
449,126,0.169810002261151
494,136,10.1415219683885
437,122,2.1811252158102
408,116,-5.80190196386623
451,125,5.67263880564841
401,110,8.21507085645734
440,121,8.68395401919746
484,140,-13.8697932451605
470,131,3.65566598532484
430,123,-8.32170358757706
442,125,-3.32736119435159
447,125,1.67263880564841
422,119,-2.31038837402801
378,108,-7.77927153676812
456,125,10.6726388056484
410,117,-7.30473076725349
473,130,10.1584947887121
492,137,4.63869316500126
468,124,26.1754676090357
486,137,-1.36130683499874
415,114,8.20375564290829
438,124,-3.82453239096432
519,147,-3.38959486887135
487,137,-0.361306834998736
473,125,27.6726388056484
439,125,-6.32736119435159
432,124,-9.82453239096433
485,139,-9.36696444177326
442,130,-20.8415052112879
482,137,-5.36130683499874
396,113,-7.29341555370444
391,108,5.22072846323188
460,128,4.16415239548662
539,154,-7.90939649258218
511,131,44.6556659853248
539,149,9.60474752435413
466,131,-0.344334014675162
567,160,-0.926369312905753
524,140,26.1302067548395
591,165,5.55948667015792
460,130,-2.8415052112879
393,115,-17.299073160479
539,152,-0.90373888580766
477,138,-13.864135638386
446,119,21.689611625972
378,106,-0.773613929993604
396,110,3.21507085645734
452,127,-0.333018801126111
398,112,-1.79058675031718
446,128,-9.83584760451337
473,129,13.6613235920994
553,158,-7.92071170613124
584,168,-11.9489997400039
450,128,-5.83584760451337
467,131,0.655665985324838
431,113,27.7065844462956
451,127,-1.33301880112611
515,148,-10.8924236722586
422,119,-2.31038837402801
452,130,-10.8415052112879
376,108,-9.77927153676812
488,142,-16.875450851935
461,129,1.66132359209936
402,113,-1.29341555370444
390,109,0.71789965984461
386,109,-3.28210034015539
388,113,-15.2934155537044
455,131,-11.3443340146752
425,124,-16.8245323909643
504,144,-7.88110845870957
458,130,-4.8415052112879
471,133,-2.34999162144969
419,119,-5.31038837402802
410,113,6.70658444629556
450,129,-9.33867640790063
460,131,-6.34433401467516
577,164,-4.93768452645482
426,118,5.19244042935925
411,112,11.2094132496828
447,126,-1.83018999773885
425,120,-2.81321717741528
419,116,5.19809803613377
467,131,0.655665985324838
466,130,3.1584947887121
424,120,-3.81321717741528
441,127,-11.3330188011261
399,106,20.2263860700064
482,132,12.1528371819376
418,114,11.2037556429083
465,131,-1.34433401467516
525,148,-0.892423672258608
513,136,29.1415219683885
458,131,-8.34433401467516
431,124,-10.8245323909643
408,112,8.20941324968282
420,121,-11.3160459808025
557,163,-21.4348557230675
472,132,2.15283718193758
471,134,-5.85282042483695
476,136,-7.85847803161147
427,121,-4.31604598080254
479,136,-4.85847803161147
476,136,-7.85847803161147
472,135,-8.35564922822421
446,128,-9.83584760451337
468,133,-5.34999162144969
591,170,-11.9546573467784
496,141,-5.37262204854778
488,137,0.638693165001264
446,129,-13.3386764079006
433,124,-8.82453239096433
421,119,-3.31038837402801
396,108,10.2207284632319
519,150,-13.8980812790331
552,159,-12.4235405095185
487,142,-17.875450851935
561,153,17.5934323108051
485,140,-12.8697932451605
402,115,-8.29907316047896
428,122,-6.8188747841898
426,123,-12.3217035875771
422,123,-16.3217035875771
487,139,-7.36696444177326
406,111,9.71224205307008
425,120,-2.81321717741528
462,131,-4.34433401467516
453,131,-13.3443340146752
436,120,8.18678282258472
533,147,10.6104051311286
502,141,0.627377951452218
429,123,-9.32170358757706
566,155,15.5877747040306
438,124,-3.82453239096432
448,123,9.67829641242294
426,120,-1.81321717741528
432,126,-16.8301899977388
525,150,-7.89808127903314
421,121,-10.3160459808025
450,127,-2.33301880112611
427,122,-7.8188747841898
395,108,9.22072846323188
534,145,18.6160627379032
446,125,0.672638805648413
476,137,-11.3613068349987
425,123,-13.3217035875771
452,127,-0.333018801126111
521,150,-11.8980812790331
441,125,-4.32736119435159
407,110,14.2150708564573
429,120,1.18678282258472
422,119,-2.31038837402801
460,138,-30.864135638386
428,123,-10.3217035875771
472,126,23.1698100022612
422,119,-2.31038837402801
496,142,-8.87545085193504
397,112,-2.79058675031718
467,130,4.1584947887121
457,128,1.16415239548663
433,125,-12.3273611943516
479,134,2.14717957516305
436,122,1.1811252158102
416,111,19.7122420530701
457,133,-16.3499916214497
423,116,9.19809803613377
415,114,8.20375564290829
431,124,-10.8245323909643
479,135,-1.35564922822421
478,137,-9.36130683499874
463,133,-10.3499916214497
437,119,12.689611625972
407,113,3.70658444629556
399,111,2.71224205307008
423,119,-1.31038837402801
454,124,12.1754676090357
442,117,24.6952692327465
542,147,19.6104051311286
430,109,40.7178996598446
474,134,-2.85282042483695
500,140,2.13020675483948
480,134,3.14717957516305
470,132,0.152837181937578
458,126,9.16981000226115
427,120,-0.813217177415276
445,126,-3.83018999773885
412,115,1.70092683952103
442,121,10.6839540191975
406,116,-7.80190196386623
473,129,13.6613235920994
457,130,-5.8415052112879
432,122,-2.8188747841898
450,129,-9.33867640790063
436,123,-2.32170358757706
455,125,9.67263880564841
413,111,16.7122420530701
457,127,4.66698119887389
420,117,2.69526923274651
450,126,1.16981000226115
489,138,-1.864135638386
396,113,-7.29341555370444
418,119,-6.31038837402802
458,126,9.16981000226115
462,123,23.6782964124229
459,123,20.6782964124229
438,122,3.1811252158102
445,129,-14.3386764079006
418,117,0.695269232746511
393,111,-3.28775794692992
473,133,-0.349991621449688
439,124,-2.82453239096432
458,125,12.6726388056484
462,135,-18.3556492282242
437,114,30.2037556429083
438,124,-3.82453239096432
462,130,-0.841505211287899
500,139,5.63303555822674
438,121,6.68395401919746
416,114,9.20375564290829
465,127,12.6669811988739
479,135,-1.35564922822421
403,115,-7.29907316047896
410,114,3.2037556429083
473,128,17.1641523954866
449,124,7.17546760903567
436,122,1.1811252158102
463,127,10.6669811988739
429,118,8.19244042935925
395,112,-4.79058675031718
467,131,0.655665985324838
401,111,4.71224205307008
421,120,-6.81321717741528
445,127,-7.33301880112611
428,120,0.186782822584724
439,122,4.1811252158102
440,122,5.1811252158102
453,128,-2.83584760451337
406,115,-4.29907316047896
419,114,12.2037556429083
400,112,0.209413249682824
423,117,5.69526923274651
488,132,18.1528371819376
450,123,11.6782964124229
511,143,2.6217203446777
430,123,-8.32170358757706
